2024-12-24 	 19:41:44 	 f41fca6a-2ec5-46ba-9d9c-00c1f835f3bc	Request Method: GET 	 undefined	/
2024-12-26 	 13:01:59 	 55a35338-f764-4776-bc12-a95359b695a7	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:08:33 	 175d6c6c-40a0-4452-ba1b-0f1374c5bec4	Request Method: POST 	 undefined	/auth
2024-12-26 	 13:08:44 	 671c4ce6-d28e-4a54-9ed9-7fe2209462f8	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:09:53 	 5ea22910-ca01-44d1-9ddb-8964058cd9ae	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:11:18 	 f8ea4048-af0c-48d8-8ca9-cd84540c56d7	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:11:54 	 df5ba8c5-8942-474c-b284-e11fdd9a5851	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:13:57 	 897d8fe2-4aa2-4a57-83ff-9e64ba90940c	Request Method: POST 	 undefined	/auth
2024-12-26 	 13:14:04 	 5dbf6893-1f9e-4c56-86ca-cca6bc64d4c6	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:15:29 	 71fb669b-f346-4502-8bd2-543cc16ac6b3	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:20:45 	 ac28458b-f87b-4864-a2e5-44bf5013cd22	Request Method: POST 	 undefined	/auth
2024-12-26 	 13:20:55 	 33853150-9e31-4dee-812d-ccc8e242af94	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:39:30 	 00e3c8df-0cb3-4025-9cbe-281590199635	Request Method: POST 	 undefined	/auth
2024-12-26 	 13:39:40 	 7c588b95-1753-47e4-9a1e-a77377596c7f	Request Method: POST 	 undefined	/employees
2024-12-26 	 13:40:27 	 d9f76b45-5137-4aaa-abe3-0b04bf47b712	Request Method: POST 	 undefined	/auth
2024-12-26 	 13:40:41 	 65486307-0cf9-4ffd-a3cb-12a81e140940	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:05:24 	 20f76198-7cf6-4f24-87ec-cdf05940eec2	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:05:33 	 e6f500cb-9377-41bd-b065-451cff9b5d24	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:06:52 	 5a47c76f-c094-4e06-a767-91ab8b2a19af	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:07:03 	 7f013212-b69e-4b28-bc0a-51c83771e81b	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:10:28 	 6178c43c-690b-43f3-afaf-920c92fe25dd	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:10:40 	 9e331f44-ffaa-4686-aaac-bde0734ef4e8	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:11:12 	 972c1a9d-26ee-43b0-93d7-4abe0b3ea9b2	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:11:22 	 9ca094d1-a291-4a66-9fb7-7e4cc7c66dbc	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:11:33 	 b323c9d6-6576-4f59-a588-f5db5cb599bd	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:11:50 	 dad754f7-fd41-4228-ab9d-4f5c1965d365	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:12:05 	 e5cdaf55-1f4b-4694-bb49-afdccfb60cc6	Request Method: POST 	 undefined	/employees
2024-12-26 	 14:13:25 	 770041f0-41aa-4572-adc7-3c460d0399c2	Request Method: GET 	 undefined	/employees/676daa304aebc135cf267c7f
2024-12-26 	 14:13:33 	 570e7141-3c8e-462f-988e-6706c8cc037c	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:13:41 	 c6bc90b5-1106-48b2-8385-82719f85ace3	Request Method: GET 	 undefined	/employees/676daa304aebc135cf267c7f
2024-12-26 	 14:13:48 	 1fe38594-16e0-43bc-90e0-9ac646f3bcb9	Request Method: GET 	 undefined	/employees/676daa304aebc135cf267c7f
2024-12-26 	 14:14:09 	 215d15cb-9fef-4e63-9998-de75a7b5a8a3	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:14:27 	 c1f2bee1-3ec8-44cd-9d8e-d37211974f87	Request Method: PUT 	 undefined	/employees
2024-12-26 	 14:14:32 	 b35a3d59-681f-49ce-8196-3b0875a8a100	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:14:39 	 a9cdf93a-ab5d-45a4-803f-dfc22f144124	Request Method: PUT 	 undefined	/employees
2024-12-26 	 14:15:13 	 a0936a93-b7d3-4cb6-a0fd-1b92b296265c	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:15:25 	 2fc69240-7849-4128-b9a9-c66217c4f3ab	Request Method: PUT 	 undefined	/employees
2024-12-26 	 14:16:07 	 5ee58382-b0e7-445f-9d7a-8fbbb66acf6a	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:16:17 	 37276ab7-8a3d-4fa8-acd5-76d610d5981c	Request Method: PUT 	 undefined	/employees
2024-12-26 	 14:17:10 	 653d3667-d60b-4c44-b580-014fda12c26d	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:17:18 	 7532e0e2-92cf-413d-8b10-fa40a5f0c8b2	Request Method: DELETE 	 undefined	/employees
2024-12-26 	 14:17:33 	 417257ad-4d5e-4a9d-8440-e198e0a2b3fe	Request Method: DELETE 	 undefined	/employees
2024-12-26 	 14:18:39 	 5a935587-4165-4912-85f5-a0a0384739cf	Request Method: POST 	 undefined	/auth
2024-12-26 	 14:18:49 	 7cfbc86c-7d79-43ce-929b-4132a21f3a1b	Request Method: DELETE 	 undefined	/employees
